subscriber_id;tenure_months;plan_type;payment_method;total_watch_hours;hbo_original_share;support_tickets;satisfaction_score;monthly_fee;total_revenue;churn;device_type;active_profiles;main_genre;sessions_per_week;avg_session_min;used_trial;has_discount;months_paused;region
6521;21;Mensual (14.99);Tarjeta;14.2;0.731;1;2;16.87;354.27;1;Móvil;1.0;Acción;0.5;74.0;1.0;0.0;0.0;España
6522;15;Mensual (14.99);Tarjeta;9.9;0.171;0;5;15.72;235.8;0;Smart TV;1.0;Familiar;2.4;46.1;1.0;0.0;0.0;Argentina
6523;33;Mensual (14.99);Tarjeta;29.2;0.121;0;4;14.95;493.35;0;Tablet;1.0;Acción;2.1;55.7;1.0;0.0;0.0;España
6524;35;Mensual (14.99);Tarjeta;34.1;0.529;1;4;15.36;537.6;0;Smart TV;2.0;Familiar;7.6;38.5;0.0;0.0;0.0;Chile
6525;26;Anual (12.99/mes);Apple Pay/Google Pay;10.0;0.342;1;2;12.73;330.98;0;Smart TV;3.0;Acción;2.9;43.6;1.0;1.0;0.0;España
6526;8;Mensual (14.99);PayPal;19.3;0.191;2;3;15.87;126.96;0;Tablet;4.0;Drama;9.3;50.8;1.0;0.0;0.0;México
6527;36;Mensual (14.99);Apple Pay/Google Pay;23.9;0.592;0;5;15.22;547.92;0;Smart TV;1.0;Thriller;0.8;50.1;0.0;0.0;0.0;Colombia
6528;30;Mensual (14.99);Tarjeta;17.9;0.178;1;3;16.27;488.1;0;Smart TV;2.0;Comedia;3.0;70.2;1.0;0.0;1.0;España
6529;23;Mensual (14.99);Tarjeta;6.0;0.665;0;2;14.72;338.56;0;Móvil;3.0;Drama;2.9;50.7;0.0;1.0;0.0;México
6530;14;Mensual (14.99);Apple Pay/Google Pay;9.0;0.491;1;3;14.77;206.78;0;Smart TV;3.0;Familiar;4.4;78.8;1.0;0.0;1.0;España
6531;14;Familia (19.99/mes);Tarjeta;9.9;0.547;1;2;19.83;277.62;0;Smart TV;3.0;Familiar;0.9;39.2;1.0;0.0;0.0;España
6532;2;Mensual (14.99);Tarjeta;11.7;0.264;1;3;14.58;29.16;1;Móvil;3.0;Documental;2.3;5.0;0.0;0.0;0.0;Argentina
6533;5;Anual (12.99/mes);Apple Pay/Google Pay;20.7;0.849;1;3;13.44;67.2;0;Smart TV;4.0;Familiar;10.6;72.1;0.0;0.0;0.0;Colombia
6534;14;Familia (19.99/mes);Tarjeta;28.8;0.172;2;4;20.19;282.66;0;Ordenador;1.0;Comedia;2.5;38.3;1.0;0.0;0.0;España
6535;25;Mensual (14.99);Tarjeta;9.1;0.539;0;4;15.26;381.5;0;Smart TV;5.0;Comedia;1.2;51.7;1.0;1.0;0.0;España
6536;20;Anual (12.99/mes);Apple Pay/Google Pay;13.7;0.31;1;2;11.41;228.2;0;Smart TV;3.0;Thriller;1.8;72.1;1.0;0.0;2.0;México
6537;2;Anual (12.99/mes);Tarjeta;11.1;0.371;1;3;12.21;24.42;0;Ordenador;4.0;Drama;4.2;33.3;1.0;1.0;1.0;Otros LATAM
6538;6;Mensual (14.99);Apple Pay/Google Pay;22.3;0.432;0;4;14.93;89.58;0;Ordenador;1.0;Acción;4.0;45.6;1.0;0.0;1.0;España
6539;17;Mensual (14.99);Tarjeta;13.4;0.473;0;3;15.09;256.53;1;Smart TV;5.0;Acción;1.1;49.0;0.0;1.0;2.0;Colombia
6540;25;Mensual (14.99);PayPal;11.9;0.194;0;3;16.28;407.0;0;Smart TV;1.0;Comedia;3.5;52.2;0.0;0.0;0.0;Argentina
6541;28;Familia (19.99/mes);Tarjeta;7.2;0.231;1;2;19.23;538.44;0;Móvil;4.0;Acción;2.7;89.8;1.0;0.0;0.0;México
6542;2;Familia (19.99/mes);PayPal;30.9;0.714;2;3;19.09;38.18;0;Móvil;3.0;Acción;1.4;47.3;1.0;1.0;0.0;España
6543;35;Anual (12.99/mes);Tarjeta;37.5;0.521;1;4;12.14;424.9;0;Smart TV;1.0;Thriller;5.4;38.3;1.0;0.0;0.0;México
6544;5;Mensual (14.99);Apple Pay/Google Pay;20.7;0.481;0;4;15.07;75.35;0;Smart TV;3.0;Familiar;5.6;61.9;0.0;0.0;0.0;México
6545;1;Mensual (14.99);Tarjeta;31.9;0.635;0;5;15.57;15.57;0;Ordenador;3.0;Acción;12.0;25.6;1.0;0.0;0.0;Chile
6546;12;Mensual (14.99);Tarjeta;15.5;0.371;2;3;14.54;174.48;1;Ordenador;2.0;Documental;4.1;76.4;0.0;0.0;0.0;Otros LATAM
6547;36;Mensual (14.99);PayPal;20.0;0.379;1;3;15.12;544.32;0;Smart TV;2.0;Comedia;3.1;45.7;0.0;0.0;0.0;Otros LATAM
6548;23;Mensual (14.99);Tarjeta;25.2;0.475;0;3;14.04;322.92;0;Smart TV;1.0;Thriller;1.3;34.2;1.0;0.0;0.0;España
6549;31;Familia (19.99/mes);Tarjeta;14.0;0.284;0;4;18.97;588.07;0;Móvil;2.0;Drama;5.9;43.1;1.0;0.0;0.0;España
6550;11;Familia (19.99/mes);Tarjeta;18.7;0.715;0;3;19.63;215.93;0;Smart TV;1.0;Thriller;4.0;10.6;1.0;0.0;1.0;España
6551;10;Anual (12.99/mes);Tarjeta;17.7;0.163;1;3;13.67;136.7;0;Smart TV;2.0;Comedia;0.8;18.3;0.0;0.0;0.0;España
6552;3;Mensual (14.99);Tarjeta;23.5;0.097;0;4;14.43;43.29;0;Smart TV;2.0;Acción;3.0;39.4;1.0;1.0;1.0;México
6553;14;Mensual (14.99);Tarjeta;20.5;0.429;0;4;14.85;207.9;0;Smart TV;1.0;Familiar;3.2;55.0;1.0;0.0;0.0;México
6554;16;Mensual (14.99);Tarjeta;14.2;0.6;0;3;14.25;228.0;0;Smart TV;2.0;Acción;1.7;23.4;0.0;0.0;0.0;México
6555;10;Anual (12.99/mes);PayPal;17.6;0.091;1;4;12.13;121.3;0;Móvil;2.0;Drama;0.9;37.5;1.0;0.0;1.0;Chile
6556;29;Anual (12.99/mes);Tarjeta;28.9;0.167;1;5;13.35;387.15;0;Móvil;3.0;Comedia;2.0;53.9;1.0;0.0;0.0;Argentina
6557;10;Mensual (14.99);Tarjeta;24.4;0.142;0;4;14.53;145.3;0;Ordenador;1.0;Drama;2.5;54.1;1.0;0.0;0.0;Argentina
6558;12;Mensual (14.99);Apple Pay/Google Pay;23.7;0.503;2;3;13.87;166.44;0;Ordenador;2.0;Comedia;3.0;36.0;0.0;0.0;0.0;México
6559;30;Mensual (14.99);Apple Pay/Google Pay;38.0;0.784;2;5;13.83;414.9;0;Móvil;2.0;Drama;6.5;55.5;1.0;0.0;0.0;México
6560;1;Mensual (14.99);Tarjeta;11.0;0.359;1;3;15.79;15.79;0;Smart TV;1.0;Comedia;4.9;41.8;0.0;0.0;0.0;México
6561;5;Mensual (14.99);Tarjeta;25.7;0.156;1;5;13.65;68.25;0;Ordenador;3.0;Drama;7.3;46.3;0.0;0.0;0.0;México
6562;20;Mensual (14.99);Apple Pay/Google Pay;20.4;0.262;0;5;15.89;317.8;0;Smart TV;2.0;Drama;2.5;39.0;1.0;0.0;2.0;Otros LATAM
6563;8;Mensual (14.99);Tarjeta;22.8;0.43;1;5;15.5;124.0;0;Móvil;2.0;Drama;4.6;54.8;1.0;0.0;0.0;México
6564;12;Anual (12.99/mes);Tarjeta;21.5;0.174;0;5;12.64;151.68;0;Smart TV;5.0;Familiar;9.0;46.7;1.0;0.0;0.0;México
6565;1;Mensual (14.99);Tarjeta;14.4;0.302;2;2;15.57;15.57;0;Móvil;3.0;Drama;2.0;36.8;1.0;1.0;0.0;México
6566;20;Mensual (14.99);PayPal;11.7;0.259;0;4;14.83;296.6;0;Tablet;1.0;Comedia;8.1;49.2;1.0;1.0;3.0;Chile
6567;28;Mensual (14.99);Tarjeta;20.0;0.601;1;3;15.32;428.96;0;Smart TV;2.0;Acción;2.5;64.2;0.0;0.0;0.0;España
6568;12;Mensual (14.99);PayPal;13.7;0.699;0;3;13.49;161.88;0;Smart TV;3.0;Acción;4.9;5.0;1.0;0.0;0.0;Otros LATAM
6569;28;Mensual (14.99);PayPal;17.0;0.091;0;4;15.11;423.08;0;Smart TV;2.0;Comedia;5.7;48.7;1.0;0.0;2.0;México
6570;15;Mensual (14.99);Tarjeta;26.4;0.381;0;4;14.7;220.5;0;Móvil;2.0;Comedia;4.4;28.6;1.0;0.0;0.0;Colombia
6571;6;Mensual (14.99);Apple Pay/Google Pay;10.2;0.735;0;1;14.59;87.54;0;Ordenador;5.0;Thriller;3.5;25.6;1.0;1.0;2.0;España
6572;20;Mensual (14.99);Tarjeta;18.5;0.167;0;2;15.7;314.0;0;Smart TV;1.0;Acción;1.1;15.5;1.0;1.0;0.0;México
6573;14;Anual (12.99/mes);PayPal;28.4;0.449;3;3;14.68;205.52;0;Smart TV;1.0;Acción;2.6;49.2;0.0;1.0;0.0;España
6574;2;Mensual (14.99);Tarjeta;15.9;0.352;0;3;16.03;32.06;0;Móvil;2.0;Comedia;6.6;51.6;1.0;0.0;0.0;España
6575;9;Anual (12.99/mes);Tarjeta;31.8;0.606;0;4;13.92;125.28;0;Smart TV;1.0;Acción;1.4;62.3;0.0;0.0;0.0;México
6576;20;Mensual (14.99);Tarjeta;7.6;0.179;0;3;14.33;286.6;0;Tablet;2.0;Comedia;3.7;38.7;0.0;0.0;1.0;México
6577;26;Mensual (14.99);Tarjeta;34.6;0.011;3;3;15.52;403.52;0;Móvil;2.0;Drama;3.0;70.0;0.0;0.0;1.0;España
6578;29;Mensual (14.99);Tarjeta;20.1;0.11;1;4;14.68;425.72;0;Smart TV;1.0;Acción;1.9;47.1;1.0;1.0;1.0;México
6579;1;Mensual (14.99);Tarjeta;9.4;0.169;1;3;14.61;14.61;1;Tablet;5.0;Drama;6.2;31.4;1.0;0.0;2.0;Otros LATAM
6580;35;Familia (19.99/mes);Tarjeta;26.7;0.484;0;4;21.71;759.85;0;Móvil;2.0;Thriller;0.8;47.4;0.0;0.0;0.0;México
6581;6;Anual (12.99/mes);PayPal;23.4;0.286;0;5;11.39;68.34;0;Móvil;2.0;Documental;2.6;19.5;0.0;0.0;2.0;España
6582;5;Familia (19.99/mes);Tarjeta;31.1;0.766;1;3;20.38;101.9;0;Smart TV;4.0;Acción;1.2;48.7;1.0;0.0;0.0;España
6583;33;Familia (19.99/mes);PayPal;7.7;0.719;2;2;20.32;670.56;0;Smart TV;1.0;Acción;5.4;39.9;1.0;1.0;2.0;Colombia
6584;14;Mensual (14.99);Tarjeta;11.2;0.272;0;4;15.66;219.24;0;Smart TV;2.0;Acción;7.4;70.0;1.0;0.0;0.0;España
6585;12;Mensual (14.99);Tarjeta;26.2;0.323;0;5;15.64;187.68;0;Ordenador;2.0;Drama;1.6;29.8;1.0;0.0;0.0;Colombia
6586;20;Mensual (14.99);Tarjeta;40.4;0.362;0;5;15.4;308.0;0;Ordenador;2.0;Documental;1.5;5.0;1.0;1.0;0.0;España
6587;24;Familia (19.99/mes);Tarjeta;24.6;0.406;0;5;20.32;487.68;0;Smart TV;2.0;Thriller;2.9;34.0;1.0;1.0;1.0;México
6588;34;Anual (12.99/mes);PayPal;25.8;0.7;0;4;12.37;420.58;0;Ordenador;1.0;Comedia;4.2;39.8;1.0;1.0;0.0;México
6589;25;Mensual (14.99);Tarjeta;13.9;0.154;0;4;15.04;376.0;0;Smart TV;3.0;Documental;2.9;9.5;1.0;0.0;0.0;Argentina
6590;29;Anual (12.99/mes);Apple Pay/Google Pay;18.5;0.797;0;2;13.66;396.14;0;Smart TV;2.0;Comedia;5.5;25.0;0.0;1.0;3.0;Argentina
6591;31;Mensual (14.99);Apple Pay/Google Pay;15.0;0.301;0;4;14.45;447.95;0;Smart TV;4.0;Drama;4.1;53.2;1.0;1.0;0.0;Otros LATAM
6592;23;Mensual (14.99);Tarjeta;24.0;0.342;0;5;15.29;351.67;0;Móvil;3.0;Comedia;9.8;43.2;1.0;1.0;0.0;España
6593;20;Mensual (14.99);PayPal;27.4;0.65;3;2;15.67;313.4;0;Ordenador;5.0;Acción;1.7;72.5;1.0;0.0;0.0;Colombia
6594;23;Anual (12.99/mes);Tarjeta;21.5;0.314;2;4;12.73;292.79;0;Móvil;1.0;Drama;1.8;36.8;1.0;0.0;2.0;Colombia
6595;16;Familia (19.99/mes);PayPal;26.4;0.172;0;5;21.24;339.84;0;Móvil;2.0;Comedia;2.8;79.9;1.0;0.0;0.0;España
6596;8;Mensual (14.99);PayPal;19.8;0.265;1;4;15.45;123.6;0;Smart TV;5.0;Thriller;2.6;37.8;1.0;0.0;0.0;España
6597;21;Mensual (14.99);Tarjeta;30.6;0.714;0;3;13.73;288.33;0;Móvil;3.0;Familiar;0.9;30.9;1.0;0.0;0.0;México
6598;1;Mensual (14.99);Tarjeta;13.1;0.544;2;1;15.07;15.07;0;Móvil;1.0;Comedia;2.3;29.7;0.0;0.0;0.0;España
6599;8;Anual (12.99/mes);Tarjeta;31.3;0.737;1;5;12.37;98.96;0;Smart TV;1.0;Comedia;0.5;19.3;1.0;1.0;1.0;Argentina
6600;29;Mensual (14.99);Tarjeta;14.3;0.311;2;3;14.17;410.93;0;Tablet;3.0;Comedia;9.1;62.3;1.0;0.0;0.0;España
6601;32;Mensual (14.99);Tarjeta;20.1;0.688;1;4;14.23;455.36;0;Smart TV;3.0;Documental;2.7;27.1;0.0;1.0;0.0;México
6602;5;Mensual (14.99);Tarjeta;10.4;0.648;0;3;16.52;82.6;0;Móvil;1.0;Drama;4.3;69.8;1.0;1.0;0.0;Colombia
6603;22;Mensual (14.99);Tarjeta;24.0;0.615;1;3;14.35;315.7;0;Móvil;3.0;Drama;4.0;55.5;0.0;0.0;0.0;Otros LATAM
6604;34;Mensual (14.99);Tarjeta;21.1;0.404;0;5;14.87;505.58;0;Ordenador;2.0;Acción;4.8;51.3;1.0;1.0;0.0;México
6605;1;Anual (12.99/mes);PayPal;25.9;0.316;0;4;13.25;13.25;0;Móvil;2.0;Acción;3.8;51.0;0.0;0.0;0.0;México
6606;26;Mensual (14.99);Tarjeta;6.1;0.721;1;2;14.43;375.18;0;Móvil;2.0;Documental;1.3;49.7;1.0;0.0;0.0;Colombia
6607;10;Anual (12.99/mes);PayPal;21.1;0.155;0;4;12.33;123.3;0;Móvil;1.0;Comedia;1.5;31.0;1.0;1.0;3.0;España
6608;30;Mensual (14.99);PayPal;23.2;0.242;0;3;14.49;434.7;0;Ordenador;2.0;Comedia;2.2;52.5;0.0;0.0;0.0;México
6609;18;Mensual (14.99);PayPal;12.1;0.37;1;3;14.52;261.36;0;Ordenador;2.0;Acción;4.1;34.0;1.0;1.0;0.0;España
6610;17;Mensual (14.99);PayPal;24.3;0.098;1;5;15.41;261.97;0;Smart TV;4.0;Drama;7.1;49.3;0.0;1.0;0.0;Colombia
6611;26;Anual (12.99/mes);Tarjeta;1.6;0.332;2;2;12.31;320.06;0;Tablet;2.0;Acción;8.6;47.5;0.0;1.0;3.0;México
6612;8;Familia (19.99/mes);Tarjeta;19.0;0.255;1;3;21.22;169.76;0;Ordenador;3.0;Drama;4.2;42.8;1.0;0.0;0.0;Argentina
6613;12;Familia (19.99/mes);Tarjeta;31.3;0.717;0;3;19.82;237.84;0;Smart TV;2.0;Drama;2.3;44.9;1.0;0.0;1.0;España
6614;27;Mensual (14.99);Apple Pay/Google Pay;18.9;0.509;1;4;16.29;439.83;0;Smart TV;1.0;Drama;5.9;43.2;0.0;0.0;0.0;Otros LATAM
6615;8;Mensual (14.99);PayPal;14.2;0.443;2;3;14.94;119.52;0;Ordenador;1.0;Drama;5.5;48.3;1.0;0.0;2.0;Otros LATAM
6616;25;Anual (12.99/mes);Tarjeta;19.5;0.468;0;3;11.8;295.0;0;Móvil;3.0;Comedia;3.1;54.5;1.0;0.0;0.0;México
6617;4;Anual (12.99/mes);Tarjeta;20.8;0.074;0;3;12.48;49.92;0;Smart TV;3.0;Familiar;6.8;15.7;1.0;0.0;0.0;Colombia
6618;33;Mensual (14.99);Apple Pay/Google Pay;27.2;0.241;1;4;15.42;508.86;0;Smart TV;4.0;Drama;2.7;39.4;1.0;1.0;0.0;España
6619;1;Anual (12.99/mes);Tarjeta;21.0;0.466;1;2;12.16;12.16;0;Smart TV;3.0;Documental;7.2;32.5;1.0;0.0;0.0;Colombia
6620;19;Mensual (14.99);Tarjeta;26.1;0.534;2;3;14.96;284.24;0;Smart TV;2.0;Comedia;2.2;63.1;0.0;0.0;1.0;Colombia
6621;31;Mensual (14.99);Tarjeta;20.7;0.407;1;4;15.27;473.37;0;Ordenador;2.0;Thriller;0.5;54.0;1.0;0.0;1.0;México
6622;16;Mensual (14.99);Apple Pay/Google Pay;14.0;0.362;0;4;15.29;244.64;0;Smart TV;3.0;Familiar;2.4;28.2;1.0;1.0;0.0;México
6623;14;Mensual (14.99);Tarjeta;8.8;0.833;0;3;15.45;216.3;0;Móvil;1.0;Thriller;7.0;81.2;0.0;0.0;0.0;Colombia
6624;5;Mensual (14.99);Tarjeta;23.0;0.216;1;4;15.18;75.9;1;Smart TV;2.0;Documental;2.2;26.9;0.0;0.0;0.0;España
6625;26;Mensual (14.99);PayPal;0.5;0.168;2;3;14.19;368.94;0;Móvil;1.0;Drama;8.5;34.4;0.0;1.0;1.0;España
6626;28;Mensual (14.99);Tarjeta;5.9;0.817;1;1;14.77;413.56;0;Smart TV;1.0;Acción;9.6;43.6;1.0;0.0;0.0;Argentina
6627;2;Mensual (14.99);Apple Pay/Google Pay;8.8;0.84;0;2;15.0;30.0;0;Smart TV;1.0;Comedia;1.1;18.9;0.0;0.0;0.0;México
6628;6;Mensual (14.99);Tarjeta;25.7;0.307;1;4;15.35;92.1;0;Ordenador;2.0;Drama;3.3;50.1;0.0;0.0;0.0;Chile
6629;9;Anual (12.99/mes);Tarjeta;8.1;0.399;1;2;12.4;111.6;0;Ordenador;4.0;Acción;1.9;43.1;0.0;0.0;0.0;Otros LATAM
6630;33;Mensual (14.99);Apple Pay/Google Pay;23.8;0.216;2;3;14.96;493.68;0;Smart TV;2.0;Drama;2.5;47.3;1.0;0.0;0.0;Chile
6631;25;Mensual (14.99);Apple Pay/Google Pay;11.7;0.267;0;4;16.52;413.0;0;Móvil;2.0;Documental;1.5;26.9;1.0;0.0;0.0;España
6632;13;Mensual (14.99);Tarjeta;18.8;0.949;0;3;15.73;204.49;0;Smart TV;2.0;Drama;7.2;50.5;0.0;0.0;0.0;México
6633;9;Familia (19.99/mes);Tarjeta;19.5;0.28;0;4;20.7;186.3;0;Smart TV;1.0;Documental;4.1;47.3;1.0;0.0;0.0;Argentina
6634;13;Mensual (14.99);Apple Pay/Google Pay;18.7;0.549;1;3;14.94;194.22;0;Móvil;3.0;Acción;8.7;33.5;1.0;0.0;1.0;España
6635;31;Mensual (14.99);Tarjeta;14.8;0.827;1;3;15.14;469.34;1;Móvil;1.0;Drama;1.8;29.2;0.0;0.0;0.0;Colombia
6636;11;Mensual (14.99);Apple Pay/Google Pay;7.5;0.251;1;3;15.0;165.0;0;Smart TV;1.0;Thriller;0.9;40.0;1.0;1.0;1.0;México
6637;4;Anual (12.99/mes);Apple Pay/Google Pay;20.2;0.233;0;5;13.38;53.52;0;Tablet;1.0;Documental;2.0;33.2;1.0;0.0;0.0;España
6638;34;Mensual (14.99);Tarjeta;24.5;0.543;2;3;14.0;476.0;0;Móvil;2.0;Documental;4.8;40.6;1.0;0.0;1.0;España
6639;4;Mensual (14.99);Apple Pay/Google Pay;25.4;0.303;2;4;14.35;57.4;0;Smart TV;1.0;Drama;0.9;62.5;1.0;0.0;0.0;México
6640;19;Mensual (14.99);Tarjeta;20.7;0.455;0;5;13.87;263.53;0;Ordenador;2.0;Drama;7.8;44.8;0.0;0.0;1.0;Argentina
6641;6;Mensual (14.99);PayPal;22.1;0.608;2;2;15.59;93.54;0;Smart TV;2.0;Familiar;1.3;45.9;0.0;1.0;0.0;Argentina
6642;34;Anual (12.99/mes);Tarjeta;13.8;0.275;0;5;13.57;461.38;0;Smart TV;3.0;Acción;6.4;34.2;1.0;0.0;0.0;España
6643;18;Familia (19.99/mes);Apple Pay/Google Pay;23.6;0.201;0;5;19.47;350.46;0;Smart TV;1.0;Drama;1.4;68.4;1.0;1.0;0.0;Colombia
6644;13;Mensual (14.99);PayPal;23.3;0.736;2;3;14.43;187.59;0;Smart TV;1.0;Thriller;2.5;34.9;1.0;1.0;0.0;España
6645;23;Anual (12.99/mes);PayPal;17.6;0.713;0;3;13.58;312.34;0;Smart TV;5.0;Acción;3.7;36.8;0.0;0.0;0.0;Otros LATAM
6646;19;Mensual (14.99);Apple Pay/Google Pay;20.4;0.215;0;5;15.56;295.64;0;Smart TV;1.0;Comedia;2.7;52.1;1.0;0.0;0.0;Colombia
6647;11;Mensual (14.99);Tarjeta;19.8;0.448;1;4;16.29;179.19;0;Ordenador;3.0;Drama;3.4;29.1;0.0;0.0;0.0;Argentina
6648;1;Anual (12.99/mes);Tarjeta;23.7;0.557;1;2;12.33;12.33;0;Smart TV;1.0;Familiar;3.0;48.1;0.0;0.0;1.0;España
6649;24;Mensual (14.99);Apple Pay/Google Pay;7.6;0.381;2;2;14.9;357.6;0;Móvil;2.0;Acción;6.7;35.6;0.0;1.0;1.0;España
6650;7;Familia (19.99/mes);PayPal;7.5;0.405;3;1;20.09;140.63;0;Tablet;1.0;Acción;1.4;71.7;1.0;0.0;0.0;España
6651;25;Mensual (14.99);Apple Pay/Google Pay;7.9;0.279;1;3;15.44;386.0;0;Móvil;2.0;Drama;8.8;31.2;1.0;0.0;0.0;España
6652;21;Mensual (14.99);Apple Pay/Google Pay;16.4;0.384;1;2;15.76;330.96;0;Móvil;5.0;Documental;8.1;37.2;1.0;1.0;0.0;Colombia
6653;15;Mensual (14.99);Tarjeta;23.6;0.274;0;4;14.89;223.35;0;Ordenador;2.0;Comedia;1.6;37.8;1.0;0.0;0.0;Argentina
6654;1;Mensual (14.99);Tarjeta;2.0;0.6;1;2;15.17;15.17;0;Smart TV;1.0;Familiar;3.4;47.5;0.0;0.0;0.0;Otros LATAM
6655;12;Anual (12.99/mes);Tarjeta;20.8;0.609;1;3;12.74;152.88;0;Smart TV;3.0;Drama;7.8;47.8;1.0;0.0;0.0;España
6656;7;Mensual (14.99);PayPal;29.6;0.051;0;5;13.84;96.88;0;Ordenador;3.0;Acción;3.0;30.2;0.0;0.0;0.0;Argentina
6657;15;Anual (12.99/mes);Tarjeta;22.2;0.208;3;3;12.31;184.65;1;Smart TV;4.0;Drama;5.6;41.5;1.0;0.0;1.0;Chile
6658;21;Mensual (14.99);PayPal;3.8;0.259;1;1;14.62;307.02;0;Móvil;1.0;Comedia;3.5;48.0;1.0;1.0;2.0;México
6659;19;Mensual (14.99);Tarjeta;24.2;0.628;1;4;15.44;293.36;0;Smart TV;1.0;Drama;0.6;59.1;0.0;0.0;3.0;España
6660;29;Familia (19.99/mes);Tarjeta;21.9;0.311;3;1;18.31;530.99;0;Tablet;2.0;Familiar;2.5;34.2;1.0;0.0;0.0;Argentina
6661;25;Anual (12.99/mes);Tarjeta;17.3;0.293;2;3;13.45;336.25;1;Smart TV;4.0;Documental;1.7;14.4;0.0;0.0;0.0;Argentina
6662;33;Mensual (14.99);Tarjeta;21.5;0.349;0;4;15.46;510.18;0;Móvil;3.0;Acción;4.6;47.7;1.0;1.0;0.0;Otros LATAM
6663;32;Anual (12.99/mes);PayPal;8.8;0.45;0;3;12.62;403.84;0;Smart TV;2.0;Acción;4.8;33.1;1.0;0.0;0.0;Colombia
6664;35;Mensual (14.99);Tarjeta;20.4;0.539;0;4;16.51;577.85;0;Tablet;2.0;Acción;3.5;57.9;0.0;0.0;1.0;México
6665;26;Mensual (14.99);Tarjeta;23.8;0.495;1;3;15.19;394.94;0;Smart TV;1.0;Documental;5.1;27.9;1.0;0.0;0.0;España
6666;11;Mensual (14.99);Tarjeta;14.5;0.056;3;3;15.18;166.98;0;Tablet;4.0;Comedia;3.7;33.0;1.0;0.0;0.0;España
6667;35;Familia (19.99/mes);PayPal;16.2;0.472;2;3;19.86;695.1;0;Móvil;3.0;Acción;1.2;59.7;0.0;1.0;0.0;Chile
6668;8;Mensual (14.99);Apple Pay/Google Pay;15.5;0.247;0;4;13.53;108.24;0;Móvil;1.0;Drama;2.8;15.5;1.0;1.0;0.0;México
6669;14;Anual (12.99/mes);Tarjeta;16.2;0.129;2;3;12.47;174.58;0;Ordenador;1.0;Drama;1.2;33.9;0.0;0.0;2.0;Argentina
6670;10;Mensual (14.99);PayPal;13.4;0.676;3;3;14.36;143.6;1;Smart TV;3.0;Thriller;2.0;52.0;1.0;0.0;0.0;Argentina
6671;2;Anual (12.99/mes);Tarjeta;13.8;0.379;2;2;13.52;27.04;1;Móvil;2.0;Comedia;5.1;5.0;1.0;0.0;0.0;México
6672;9;Mensual (14.99);Tarjeta;24.1;0.417;0;4;14.57;131.13;0;Smart TV;2.0;Comedia;7.5;20.7;0.0;1.0;1.0;Chile
6673;3;Anual (12.99/mes);PayPal;6.1;0.526;2;2;13.23;39.69;0;Smart TV;1.0;Acción;5.5;41.2;0.0;0.0;1.0;España
6674;21;Mensual (14.99);Tarjeta;21.5;0.379;1;3;13.69;287.49;0;Ordenador;3.0;Documental;10.6;37.1;1.0;1.0;0.0;Colombia
6675;26;Anual (12.99/mes);PayPal;24.1;0.12;1;4;14.08;366.08;0;Tablet;2.0;Thriller;2.8;29.6;1.0;0.0;3.0;Colombia
6676;8;Familia (19.99/mes);Tarjeta;9.2;0.457;1;2;20.56;164.48;0;Tablet;3.0;Acción;6.9;36.8;1.0;0.0;0.0;España
6677;2;Anual (12.99/mes);Apple Pay/Google Pay;19.4;0.511;1;4;12.97;25.94;0;Ordenador;3.0;Drama;3.5;65.1;1.0;1.0;3.0;España
6678;6;Mensual (14.99);Tarjeta;12.7;0.27;2;2;14.6;87.6;1;Tablet;2.0;Drama;2.9;60.3;0.0;0.0;0.0;Argentina
6679;28;Familia (19.99/mes);PayPal;29.1;0.353;0;4;20.66;578.48;0;Tablet;3.0;Thriller;4.0;38.9;1.0;0.0;1.0;España
6680;29;Mensual (14.99);Apple Pay/Google Pay;18.4;0.305;2;3;14.58;422.82;0;Smart TV;1.0;Comedia;2.9;30.3;1.0;0.0;0.0;España
6681;26;Anual (12.99/mes);Tarjeta;31.8;0.06;0;5;12.57;326.82;0;Smart TV;2.0;Thriller;4.1;79.8;1.0;0.0;1.0;México
6682;25;Familia (19.99/mes);Tarjeta;30.6;0.61;3;4;19.81;495.25;0;Smart TV;2.0;Acción;4.1;59.2;1.0;0.0;0.0;Argentina
6683;12;Mensual (14.99);Tarjeta;22.5;0.191;0;2;16.16;193.92;0;Smart TV;2.0;Acción;0.8;75.4;1.0;1.0;0.0;Chile
6684;5;Mensual (14.99);PayPal;37.1;0.369;0;5;14.49;72.45;0;Ordenador;1.0;Drama;3.1;13.2;0.0;0.0;0.0;México
6685;34;Mensual (14.99);Tarjeta;7.4;0.402;0;3;15.53;528.02;0;Tablet;2.0;Drama;2.4;27.4;1.0;1.0;0.0;España
6686;15;Mensual (14.99);Tarjeta;31.6;0.177;0;5;14.37;215.55;0;Smart TV;3.0;Acción;5.3;43.7;1.0;0.0;0.0;México
6687;36;Anual (12.99/mes);PayPal;17.9;0.262;1;3;11.3;406.8;0;Smart TV;1.0;Drama;5.0;46.5;1.0;0.0;0.0;Colombia
6688;15;Mensual (14.99);Tarjeta;19.0;0.353;0;5;15.31;229.65;0;Smart TV;3.0;Comedia;0.7;51.0;1.0;0.0;0.0;España
6689;23;Mensual (14.99);PayPal;16.3;0.453;1;4;14.3;328.9;0;Ordenador;2.0;Familiar;3.6;38.1;1.0;0.0;0.0;España
